artist,album,genre,single_count
Fantine ThÃ³,Only Human,Folk pop,0
Joel Hoekstra's 13,Dying to Live,"Hard rock, heavy metal",0
Heems,Eat Pray Thug,Hip hop,0
Wes Mack,Edge of the Storm,Country,6
Floating Points,Elaenia,Electronic,3
Omen,Elephant Eyes,"Conscious hip hop, jazz rap",1
Kamasi Washington,The Epic,Jazz,2
Ãlvaro Soler,Eterno agosto,"Latin pop, folk pop",5
Deradoorian,The Expanding Flower Planet,"Alternative rock, experimental pop",0
Sabrina Carpenter,Eyes Wide Open,Pop,4
Michelle Chamuel,Face the Fire,Pop,3
Riky Rick,Family Values,Hip-Hop,4
Markis Precise,The Feeling of Flying,Hip hop,1
Bully,Feels Like,Alternative rock,0
Ella Eyre,Feline,R&B,4
Fetty Wap,Fetty Wap,"Hip hop, trap",4
Nekfeu,Feu,"French hip hop, French",4
FFS,FFS,"Indie rock, electropop, art rock, dance-rock",3
Maranatha,Filth,"Sludge metal, hardcore punk, Sludgecore",0
Markus Feehily,Fire,Pop,4
The Gray Havens,Fire and Stone,"Contemporary Christian music, contemporary worship music, Christian rock, folk pop, folk rock",0
Juice=Juice,First Squeeze!,"J-pop, synthpop, electropop, dance-pop",7
Kelsea Ballerini,The First Time,Country pop,4
Ryn Weaver,The Fool,Indie pop,2
Alesso,Forever,"Progressive house, electro house",6
Ty Dolla Sign,Free TC,"Hip hop, R&B",4
Various Artists,"Fresh Filter:
Volume 1","OPM, Indie pop, Alternative pop, Indie rock, Synthpop",0
Mbongwana Star,From Kinshasa,"Traditional pop, jazz, musical theatre, swing, citation needed",0
Fawn Spots,Safer Place,Rock,0
Acrassicauda,Gilgamesh,"Heavy metal, thrash metal, groove metal",0
Arty,Glorious,"Progressive house, trance",3
King Los,"God, Money, War",Hip hop,4
Tobias Jesso Jr.,Goon,"Indie rock, baroque pop, folk rock",2
Nate Ruess,Grand Romantic,"Pop, stadium rock",5
Chon,Grow,"Progressive rock, math rock",0
Kate Pierson,Guitars and Microphones,Pop,0
Matoma,Hakuna Matoma,Tropical house,3
Marie Ueda,Hanashi wa Sorekara da,Japanese pop,2
Shawn Mendes,Handwritten,Pop rock,4
Wild Throne,Harvest of Darkness,"Heavy metal, progressive metal, alternative metal",0
Marcus & Martinus,Hei,"Pop, Pop",8
David Duchovny,Hell or Highwater,"Folk rock, alternative rock",0
Hollywood Vampires,Hollywood Vampires,Rock,0
HomeTown,HomeTown,Pop rock,4
DJ Hoppa,'Hoppa and Friends,Rap,0
Joywave,How Do You Feel Now?,"Indie rock, alternative rock, indie pop, indietronica",4
Theo Fleury,I Am Who I Am,"Country, Alternative",0
Jess Glynne,I Cry When I Laugh,Pop,6
The I.L.Y's,I've always been good at true love,"Art punk, garage rock",0
Ibeyi,Ibeyi,"Downtempo, neo soul, ethnic fusion, avant garde, art pop, experimental",0
Nate Mendel,If I Kill This Thing Weâ€™re All Going to Eat for a Week,Rock,0
Worriers,Imaginary Life,"Indie rock, punk",0
Jamie xx,In Colour,"Electronica, UK garage, house, rave, folktronica",4
Revulsed,Infernal Atrocity,"Death metal, Brutal death metal, Slamming death metal, technical death metal, Christian metal, Extreme metal",0
XXI,Inside Out,"Christian hardcore, Christian metal, Christian rock, hardcore punk, metalcore, melodic hardcore, melodic metalcore, post-hardcore, progressive metal, progressive rock",0
Attalus,Into the Sea,"Christian alternative rock, experimental rock, post-rock, post-hardcore",0
Tina Campbell,It's Personal,"Christian R&B, urban gospel, contemporary gospel",0
Jack Pack,Act Two,Swing,1
Jamie Lawson,Jamie Lawson,Pop,5
Andrea Faustini,Kelly,Pop,0
Operation: Mindcrime,The Key,"Progressive metal, alternative metal",5
Zella Day,Kicker,"Pop, indie pop",3
Alessia Cara,Know-It-All,"R&B, pop",3
Kyle Gass Band,Kyle Gass Band,"Rock, comedy rock",0
Kirk Knight,Late Knight Special,East Coast hip hop,2
Tyler Carter,Leave Your Love,"R&B, pop",3
Carl BarÃ¢t and The Jackals,Let it Reign,Rock music,0
Rixton,Let the Road,"Pop, reggae, R&B",4
Sigma,Life,Drum and bass,8
Once Human,The Life I Remember,"Melodic death metal, progressive metal, groove metal",0
Murder Void,Life Is Yours,"Metalcore, Hardcore",1
Loudspeakers,Lighthouse,"Alternative rock, Indie rock",0
Wiki,Lil Me,Hip hop,3
Garnidelia,Linkage Ring,"Pop rock, electronica, rock",4
Casey Veggies,Live & Grow,Hip hop,2
Matthew Shipp & Mat Walerian,Live at Okuden,Jazz,0
Injury Reserve,Live From the Dentist Office,"Alternative hip hop, jazz rap",0
Gunplay,Living Legend,Hip hop,4
Sada K.,Long Story Short,"Christian R&B, urban contemporary gospel, contemporary R&B",0
Mod Sun,Look Up,Hip hop,0
Red Pill,Look What This World Did To Us,Hip hop,1
Annaleigh Ashford,Lost in the Stars: Live at 54 Below,"Disco, pop, easy listening",1
John Carpenter,Lost Themes,Electronic,0
Kwabs,Love + War,"Soul, R&B, pop",4
Elle King,Love Stuff,"Alternative rock, indie pop, blues rock, country rock",3
Fleur East,"Love, Sax and Flashbacks","Hip hop, pop, dance-pop, R&B",2
Smallpools,Lovetap,Indie pop,0
Myrkur,M,"Black metal, dark folk, gothic metal",0
The Makemakes,The Makemakes,Rock,1
Paperi T,Malarian pelko,Rap,0
NF,Mansion,Christian hip hop,3
Empress Of,Me,"Dream pop, indietronica, trip hop, electropop",4
Omi,Me 4 U,"Tropical house, reggae",3
Old Dominion,Meat and Candy,Country,3
Michael Ray,Michael Ray,Country,3
Highly Suspect,Mister Asylum,"Hard rock, blues rock, alternative rock, punk blues",2
Morgan Harper Nichols,Morgan Harper Nichols,"Contemporary Christian music, contemporary worship music, folk rock",0
Morissette Amon,Morissette,"Pop, English, Filipino",2
Kat Dahlia,My Garden,"Alternative R&B, hip hop",3
Wolf Alice,My Love Is Cool,"Alternative rock, indie rock, shoegaze, grunge",5
Natalie Prass,Natalie Prass,"Indie pop, chamber pop, baroque pop",1
As It Is,"Never Happy, Ever After","Emo, pop punk",3
Dave Kerzner,New World,"Progressive rock, Rock",1
Josef Salvat,Night Swim,"Pop, electropop",0
Ivy Levan,No Good,"Soul, pop, dance, hip hop, smooth soul, R&B",6
Indiana,No Romeo,Synth-pop,6
Glassine,No Stairway,"Ambient, dub, new-age, experimental, vaporwave",0
Bea Miller,Not an Apology,"Pop rock, dance-rock",2
Nothing but Thieves,Nothing But Thieves,"Alternative rock, indie rock, hard rock",0
Oh Wonder,Oh Wonder,"Indie pop, electropop, alternative",15
Jung Yong-hwa,One Fine Day,"Pop, rock, Korean, English",2
Sweet & Lynch,Only to Rise,"Christian metal, Christian rock, hard rock",0
K Camp,Only Way Is Up,Hip hop,3
MisterWives,Our Own House,Indie pop,2
Ginny Blackmore,Over the Moon,Pop,5
Raz Fresco,Pablo Frescobar,Hip hop,6
Billy Gibbons and The BFG's,Perfectamundo,"Blues rock, Afro-Cuban",0
No Devotion,Permanence,"New wave, pop, post-punk, psychedelic pop, rock, synth-pop",4
Galantis,Pharmacy,"Electro house, dance-pop, progressive house, big room house",6
Apink,Pink Season,Japanese,3
Rifftera,Pitch Black,"Melodic death metal, Thrash metal",0
Will Butler,Policy,"Indie rock, garage rock, indie pop",0
Gang of Youths,The Positions,Alternative music,3
Seinabo Sey,Pretend,"Soul, pop, electropop",3
Sophie,Product,"Electronic, avant-pop, bubblegum",8
Lil Dicky,Professional Rapper,"Hip hop, comedy hip hop",4
Lyca Gairanod,Puede Nang Mangarap,Pop,2
Shamir,Ratchet,"Electronic, dance-pop, R&B, electropop, disco",4
Menace Beach,Ratworld,"Indie rock, surf punk",1
Real Lies,Real Life,"Synthpop, alternative dance",3
Derek Johnson,Real Love,"CCM, Christian rock, Christian alternative rock, worship",0
Finding Favour,Reborn,"Contemporary Christian music, worship, folk, gospel country",0
Fifth Harmony,Reflection,"Pop, dance-pop, R&B",3
Lil Durk,Remember My Name,"Hip hop, trap, drill",1
Revolution Saints,Revolution Saints,"Hard rock, pop rock",4
Jennylee,Right On!,New wave,0
Lady Lamb,Ripely Pine,Indie,0
Lane 8,Rise,"Deep house, house, electronica",5
Travis Scott,Rodeo,"Hip hop, trap",2
Brawlers,Romantic Errors of Our Youth,Alternative rock,0
AURORA,Running with the Wolves - EP,Alternative,1
Saint Asonia,Saint Asonia,"Post-grunge, nu metal, alternative metal, hard rock",2
"Shaban Yusuf, Joans Foster",Sajni,"Rock music, Sufi music",1
Marriages,Salome,"Alternative rock, post rock, experimental rock",0
Bodega Bamz,Sidewalk Exec,East Coast hip hop,0
Ann Sophie,Silver Into Gold,Pop,2
Pacific Gold,Sing My Welcome Home,"CCM, folk rock, indie rock",0
K.O,Skhanda Republic,"Hip hop, rap",5
Lindemann,Skills in Pills,Industrial metal,2
Jack Ãœ,Skrillex and Diplo Present Jack Ãœ,EDM,3
DJ Paypal,Sold Out,Footwork,0
Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",Indie rock,4
Son Little,Son Little,"Soul, blues",0
The Wainwright Sisters,Songs in the Dark,"Folk, pop rock, rock",0
Beyond the Black,Songs of Love and Death,"Symphonic metal, Power metal",3
Sophia AbrahÃ£o,Sophia AbrahÃ£o,Pop,1
Meg Myers,Sorry,"Pop rock, alternative rock, pop",0
Ravenhill,Soul,"Christian alternative rock, soul, Southern rock",0
Drique London,The Manual,Hip hop,0
Kristian Bush,Southern Gravity,Country,2
A Thousand Horses,Southernality,"Country, Country rock",3
Julien Baker,Sprained Ankle,Folk,0
Rae Sremmurd,SremmLife,"Hip hop, trap",5
Maddie & Tae,Start Here,Country,4
Vince Staples,Summertime '06,Hip hop,3
Cheerleader,The Sunshine of Your Youth,"Indie pop, Alternative rock, Nu gaze, English",0
Winter,Supreme Blue Dream,indie rock,0
Donnie Trumpet & The Social Experiment,Surf,"Hip hop, neo-soul, R&B",3
Swiss Lips,Swiss Lips,Synthpop,0
"Symphony Number One, Jordan Randall Smith",Symphony Number One,Contemporary classical,0
Weak13,They Live,"Punk rock, metal",0
Beach Slang,The Things We Do to Find People Who Feel Like Us,Rock,0
Jarryd James,Thirty One,"Indie pop, alternative R&B",4
Emily Kinney,This Is War,"Pop, Folk, Indie pop",2
Joe Moore,A Thousand Lifetimes,"R&B, pop",2
Cold Creek County,Till the Wheels Come Off,Country,4
Mikky Ekko,Time,Pop,2
Meghan Trainor,Title,"Pop, doo-wop, R&B",4
Tom DeLonge,"To the Stars... Demos, Odds and Ends","Pop punk, alternative rock, acoustic",2
Nogizaka46,TÅmei na Iro,J-pop,10
Rhiannon Giddens,Tomorrow Is My Turn,"Folk, bluegrass, country, gospel, blues, jazz, soul, R&B, Celtic, Americana",0
Bryson Tiller,Trapsoul,"Alternative R&B, hip hop, trap",3
Chris Stapleton,Traveller,"Country, rock, country rock, Southern rock, soul",3
Tori Kelly,Unbreakable Smile,"R&B, pop",3
Rae Morris,Unguarded,"Art pop, synth-pop",7
Hardwell,United We Are,"Electro house, progressive house, progressive trance",7
Cam,Untamed,Country,3
Tangerine Circus,Urania,"Progressive metal, Progressive rock",0
X Ambassadors,VHS,"Alternative rock, indie rock, pop rock, Lo-Fi, Spoken Word",4
Viet Cong,Viet Cong,"Post-punk, art punk, noise rock",0
Pope Francis,Wake Up!,"Christian, progressive rock",1
The Avener,The Wanderings of the Avener,"Electronic, deep house, indietronica",5
We Are Harlot,We Are Harlot,Hard rock,2
Emile Haynie,We Fall,Pop,1
iKON,Welcome Back,"K-pop, hip hop, dance-pop, Korean",7
Chinx,Welcome to JFK,Hip hop,1
Band of Merrymakers,Welcome to Our Christmas Party,Christmas,0
Rock City,What Dreams Are Made Of,"Dancehall, reggae fusion, hip hop, pop",2
Conveyer,When Given Time to Grow,"melodic hardcore, metalcore, post-hardcore",0
Ykiki Beat,When the World is Wide,"indie rock, pop rock, dream pop, synth pop",2
Alexander Armstrong,A Year of Songs,"Classical, operatic pop",0
Robb Banks,Year of the Savage,Hip hop,2
Tyler Shaw,Yesterday,"Pop, pop rock, R&B, folk pop",6
Nathaniel Willemse,Yours,"R&B, pop, soul",5
Migos,Yung Rich Nation,"Hip hop, trap",2
Sarsa,Zapomnij mi,"Electropop, indie pop, Polish, English",4
The Knocks,55,"Electronic, EDM, Electronic, EDM",12
Flatbush Zombies,3001: A Laced Odyssey,Hip hop,2
Baauer,Aa,"Electronic, trap, bass, hip hop",3
Abbath,Abbath,Black metal,3
Brockhampton,All-American Trash,"Alternative hip hop, alternative R&B",0
Amanda Black,Amazulu,"RnB, afro-soul, soul, afro pop, Xhosa, English",3
SCH,Anarchie,"French hip-hop, Gangsta rap, trap music",5
Neon Hitch,Anarchy,Electronic,1
AnavitÃ³ria,AnavitÃ³ria,"Pop, folk",0
Fred Frith Trio,Another Day in Fucking Paradise,"Experimental music, free improvisation",0
Banks & Steelz,Anything But Words,East Coast hip hop,6
Anatii,ARTIIFACT,"Hip hop, R&B, Afro Beat, English, isiXhosa",6
CupcakKe,Audacious,Hip hop,4
Nasty C,Bad Hair,"Hip hop, Rap, Hip hop, Rap",1
Bankroll Mafia,Bankroll Mafia,Hip hop,2
Lion Babe,Begin,"Neo soul, alternative R&B, electronic",3
DRAM,Big Baby DRAM,"Hip hop, R&B, neo soul",4
Jared Evan,The Blanket Truth,"Alternative Pop, Soul, Hip hop, R&B",4
Thomas Cohen,Bloom Forever,Indie rock,0
Blossoms,Blossoms,"Indie rock, indie pop",8
Kero Kero Bonito,Bonito Generation,Electropop,6
Chad,The Book of Chad,"Hip hop, rap, Motswako",4
Caper Clowns,The Buca Bus,"Power pop, indie rock",0
Halo Circus,Bunny,Alternative rock,0
Product of Hate,Buried in Violence,"Thrash metal, groove metal",0
Swet Shop Boys,Cashmere,Hip hop,0
Zach Williams,Chain Breaker,"Christian rock, Southern rock, Christian pop, worship",3
Bradley Walsh,Chasing Dreams,"Traditional pop, jazz, musical theatre, swing, citation needed",0
Kygo,Cloud Nine,"Tropical house, deep house, downtempo",6
Coasts,Coasts,Indie,3
Barrie-James O'Neill,Cold Coffee,Folk rock,5
The Anchoress,Confessions of a Romance Novelist,Indie rock,0
Jamie Isaac,Couch Baby,"Alternative, Electronic, Ambient, Nu jazz",0
Armageddon,Crossing the Rubicon (Revisited),"Melodic death metal, thrash metal, power metal",0
From Ashes to New,Day One,"Nu metal, post-hardcore, rap metal, electronic rock, hard rock",4
John Tibbs,Dead Man Walking,"Southern rock, heartland rock, Contemporary Christian music, folk, Christian rock, folk rock, roots rock, country gospel, americana",0
Cait Brennan,Debutante,"Indie Rock, Glam Rock",0
Client Liaison,Diplomatic Immunity,"Electronic pop, Indie pop, new wave, synthpop",4
DNCE,DNCE,"Dance-pop, dance-rock, funk-pop",1
The Lemon Twigs,Do Hollywood,"Psychedelic pop, baroque pop, experimental rock, soft rock, power pop",2
The Mute Gods,Do Nothing till You Hear from Me,"Progressive rock, pop rock",0
Kyle Craft,Dolls of Highland,Rock,0
Wet,Don't You,"Indie pop, indietronica, dream pop",0
Kiefer Sutherland,Down in a Hole,"Country, Americana",2
Amy Lee,Dream Too Much,Children's music,0
Charles Kelley,The Driver,Country,2
Dylan Scott,Dylan Scott,Country,4
DJ Snake,Encore,"EDM, trap",4
Tom Ricci,Tom Ricci: Escape Into Life,Alternative rock,2
Curt Anderson,Every Moment,"Worship, Christian pop",0
Salvador Sobral,Excuse Me,Jazz,2
Francis and the Lights,"Farewell, Starlite!",Pop,2
Jessica Sutta,Feline Resurrection,Pop,5
Moor Mother,Fetish Bones,"Experimental, punk rock, hip hop, industrial, noise music",0
Failure Anthem,First World Problems,Hard rock,2
Westside Gunn,Flygod,Hip hop,3
Grace,FMA,"Blue-eyed soul, hip hop soul, R&B",3
Nao,For All We Know,"Alternative R&B, funktronica, neo soul, wonky pop, electropop, pop, funk, R&B, soul",4
6lack,Free 6lack,"Hip hop, R&B",2
Madeline Merlo,Free Soul,Country,6
Zhu,Generationwhy,Electronic,5
Rebstar,Girls Like Nicole,"Hip hop, pop",0
Consumed by Fire,Giving Over,"Christian pop, Christian rock, Southern rock, heartland rock, alternative rock, pop rock, folk rock, roots rock",0
Whores,Gold.,"Noise rock, sludge metal",0
Meghan Patrick,Grace & Grit,Country,4
Mick Jenkins,The Healing Component,Hip hop,2
Maren Morris,Hero,Country pop,4
BÃ¶lzer,Hero,"Black metal, death metal, sludge metal, English, Icelandic",0
Thom Sonny Green,High Anxiety,"Electronica, ambient, experimental",0
DMA's,Hills End,"Australian rock, Indie rock, Britpop, Britpop Revival",6
Anohni,Hopelessness,"Electropop, dance, experimental, synth-pop",2
Mako,Hourglass,"EDM, progressive house, electro house, dance-pop",4
Okilly Dokilly,Howdilly Doodilly,"Metalcore, parody music",1
Jon Bellion,The Human Condition,"Hip hop, alternative R&B, pop rock",2
Nick Fradiani,Hurricane,"Pop, Pop rock, Soft rock",2
Rival Choir,"I Believe, Help My Unbelief","Christian hardcore, Christian metal, Christian rock, post-hardcore, metalcore, hardcore punk, hard rock, melodic hardcore, melodic metalcore",0
Tory Lanez,I Told You,"Hip hop, PBR&B, dancehall",2
Against The Current,In Our Bones,"Pop rock, pop punk, synthpop, alternative rock",4
Entheos,The Infinite Nothing,"Progressive metal, technical death metal",0
Safia,Internal,"Electronic, indie pop",4
Lance Skiiiwalker,Introverted Intuition,R&B,2
Kevin Gates,Islah,Hip hop,4
Alex Cameron,Jumping the Shark,"Synthpop, electronica",0
Kane Brown,Kane Brown,Country,4
Young Dolph,King of Memphis,"Hip hop, trap",1
Knocked Loose,Laugh Tracks,"Metalcore, hardcore punk, beatdown hardcore",0
Kungs,Layers,"Deep house, tropical house",4
Hinds,Leave Me Alone,Garage rock,0
Dame D.O.L.L.A.,The Letter O,Hip hop,0
Tyson Motsenbocker,Letters to Lost Loves,"Alternative rock, Christian rock, Christian alternative rock, folk, indie rock, indie folk, folk rock",0
Lewis Del Mar,Lewis Del Mar,Folk rock,0
Lacey Sturm,Life Screams,"Hard rock, Christian rock",5
I Prevail,Lifelines,"Post-hardcore, metalcore, pop punk, nu metalcore",4
Xu Weizhou,Light,"C-pop, Rap, Rock Music, Ballad, English, Chinese",5
Whitney,Light Upon the Lake,"Indie rock, psychedelic pop, indie folk",3
All Tvvins,llVV,"Electronic rock, synthpop, alternative pop, indie pop",5
LÃ¥psley,Long Way Home,"Art pop, ambient, soul, alternative R&B",6
Majid Jordan,Majid Jordan,"R&B, alternative R&B, synth-pop, synthwave",7
Dareysteel,Man of the Year,Hip hop,0
MHD,MHD,"French hip-hop, Afrobeat, trap music",3
Margo Price,Midwest Farmer's Daughter,Country,2
Zayn,Mind of Mine,"R&B, alternative R&B",3
Izzy Bizu,A Moment of Madness,"R&B, soul, pop",7
Peewee Longway,Mr. Blue Benjamin,Hip hop,2
Shila Amzah,My Journey,"Mandopop, pop, dance-pop, R&B",3
Mykki Blanco,Mykki,Hip hop,3
Seth & Nirva,Never Alone,"Gospel, Worship, Christian pop, Christian R&B, Christian EDM, Christian hip hop, funk, soul",0
Stitched Up Heart,Never Alone,"Gothic metal, heavy metal, hard rock",3
Public Access T.V.,Never Enough,"Indie rock, post-punk, new wave",0
Young Check'a,Never Seen,Hip hop,2
Kel Valhaal,New Introductory Lectures on the System of Transcendental Qabala,"Electronic, experimental",2
CRX,New Skin,"Hard rock, stoner rock, industrial rock, power pop, pop rock, garage rock, desert rock, new wave",2
JONES,New Skin,"Alternative pop, soul, R&B, jazz",4
Head Wound City,A New Wave of Violence,"Grindcore, noise rock, mathcore",0
Charlie Puth,Nine Track Mind,Pop,3
Mi-Sex,Not from Here,"Electro-rock, rock",1
Shura,Nothing's Real,Electropop,8
Gallant,Ology,Alternative R&B,2
VorvaÅˆ,Once Love Was Lost,"Hardcore punk, crust punk, post-hardcore, black metal",0
Elliott Power,Once Smitten,"Synthpop, downtempo, trip hop",4
Eric Prydz,Opus,"Progressive house, electro house, tech house",6
Conrad Keely,Original Machines,"Art rock, Indie rock, Alternative rock",0
Hacktivist,Outside the Box,"Rap metal, djent, nu metal, grime",5
Brian Fallon,Painkillers,"Rock, indie rock, alternative rock, heartland rock",1
A-Reece,Paradise,"Hip hop, rap",5
Delta Heavy,Paradise Lost,Drum and bass,5
Redfoo,Party Rock Mansion,"Hip hop, electronica, trap",3
Brothers Osborne,Pawn Shop,Country,4
Jack Garratt,Phase,"Indie pop, alternative R&B, electronic",7
CNCO,Primera Cita,"Latin pop, reggaeton",0
Japanese Breakfast,Psychopomp,"Dream pop, indie pop, lo-fi",0
CDQ,Quality,"Hip hop, afro pop, rap, trap",6
Player Piano,Radio Love,Band,0
Sayaka Yamamoto,Rainbow,J-pop,0
Kilo Kish,Reflections in Real Time,R&B,0
Dorothy,Rockisdead,Rock,6
Nina KraljiÄ‡,Samo,"World music, Pop",4
dvsn,SEPT. 5TH,Alternative R&B,4
Andy Black,The Shadow Side,"Pop rock, pop, synthpop, pop punk, alternative rock, synthpunk",1
Stephen,Sincerely,"Electronic, alternative",0
Daya,"Sit Still, Look Pretty",Electronic,3
Deakin,Sleep Cycle,Indie,1
Keegan Joyce,Snow on Higher Ground,"Acoustic, folk, English",0
The Zenith Passage,Solipsist,technical death metal,2
"Francisco, el Hombre",Soltasbruxa,"Latin music, MPB, rock, carnival marchinha",1
Jordan Smith,Something Beautiful,"Pop, Adult contemporary, Contemporary Christian",1
Drake White,Spark,Country,3
Lee Jong-hyun,Sparkling Night,Japanese,1
Sianvar,Stay Lost,"Post-hardcore, experimental rock, progressive rock",3
Post Malone,Stoney,"Hip hop, R&B, alternative hip hop",6
Dedekind Cut,$uccessor,"New-age, ambient, noise",2
Nicky Byrne,Sunlight,Pop,2
Isaiah Rashad,The Sun's Tirade,Hip hop,1
Kembe X,Talk Back,Hip hop,5
Matt Corby,Telluric,"alternative, neo soul, acoustic",1
Cana's Voice,This Changes Everything,"Worship, Southern gospel, Christian pop, Christian country, Christian R&B",0
TINI,TINI (Martina Stoessel),Pop,4
Tkay Maidza,Tkay,"Synthpop, hip hop, electronic",2
Cane Hill,Smile,Nu metalcore,4
Nathan Sykes,Unfinished Business,"Pop, R&B, EDM",4
Cimorelli,Up at Night,"Teen pop, Country pop",0
Virginia to Vegas,Utopian,"Dance-pop, electronica",4
Anna Meredith,Varmints,Electronic,0
Peter Garrett,A Version of Now,Rock,0
William Michael Morgan,Vinyl,Country,3
Viola Beach,Viola Beach,"Indie rock, indie pop",2
Roy Woods,Waking at Dawn,"Hip hop, PBR&B",2
Honne,Warm on a Cold Night,"Synthpop, Contemporary R&B, soul, dance-pop, Sophisti-pop",5
Tom Chaplin,The Wave,Rock,4
We Are Messengers,We Are Messengers,"Worship, Christian rock, Christian pop, pop rock, sunshine pop, soft rock",0
Pearl City Worship,We Won't Be Silent,"Worship, Christian pop, pop rock",0
Steven Tyler,We're All Somebody from Somewhere,Country rock,3
Urban Rescue,Wild Heart,"Worship, Christian pop, Christian EDM",0
Steve Angello,Wild Youth,"Progressive house, electronic rock, indietronica, drumstep, ambient house, jersey club",6
Rachel Platten,Wildfire,Pop,3
Lil' Kleine,WOP!,Nederhop,0
Letters from the Fire,Worth the Pain,Hard rock,0
Raleigh Ritchie,"You're a Man Now, Boy",Alternative R&B,6
Alfie Arcuri,Zenith,Pop,1
Zoax,Zoax,Alternative rock,2
Cashmere Cat,9,"Alternative R&B, electronic",4
ASAP Twelvyy,12,East Coast hip hop,0
XXXTentacion,17,"Alternative rock, emo, lo-fi, alternative hip hop",3
South Club,90,"Rock, Blues",0
Princess Nokia,1992 Deluxe,"East coast hip hop, cloud rap, citation needed",4
Khalid,American Teen,"Alternative R&B, synth-pop",3
Moses Sumney,Aromanticism,"Baroque pop, indie rock, indie folk, neo soul, ambient",3
Liam Gallagher,As You Were,Britpop,5
Vic Mensa,The Autobiography,Hip hop,1
Alexandra Savior,Belladonna of Sadness,Pop,5
A Boogie wit da Hoodie,The Bigger Artist,Hip hop,2
Smino,blkswn,"Hip hop, R&B, neo soul, funk",4
Beau Dermott,Brave,Musical,0
Brett Young,Brett Young,Country,4
PnB Rock,Catch These Vibes,R&B,2
Cindy Wilson,Change,Rock,0
Jidenna,The Chief,"Hip hop, pop, R&B",4
Cigarettes After Sex,Cigarettes After Sex,"Dream pop, slowcore, shoegaze, ambient pop",4
Amber Coffman,City of No Reply,"R&B, indie pop",3
Allie X,CollXtion II,Synthpop,3
Lil Peep,"Come Over When You're Sober, Pt. 1",Rap,0
J Hus,Common Sense,"Afrobeat, hip hop, dancehall, R&B",4
Judah Kelly,Count On Me,"Pop, country",2
Lute,West1996 pt. 2,"Conscious hip hop, southern hip hop",0
Crystal Fairy,Crystal Fairy,"Rock, alternative rock, hard rock, sludge",3
SZA,Ctrl,"R&B, neo soul",4
Cody Carnes,The Darker the Night / The Brighter the Morning,"Worship, CCM, Christian alternative rock",4
Smokepurpp,Deadstar,"Hip hop, trap",4
Jason Manford,A Different Stage,Show tunes,0
Austin Mahone,Dirty Work,Pop,3
GJan,Do It,Pop,3
Rob $tone,Don't Wait For It,Hip hop,0
Dreamcar,Dreamcar,"New wave, gothic rock, alternative rock",2
Dua Lipa,Dua Lipa,Pop,8
Vant,Dumb Blood,"Indie rock, punk rock",7
Tired Lion,Dumb Days,"Grunge, alternative rock",4
Creeper,"Eternity, in Your Arms","Horror punk, punk rock, gothic rock",4
Carly Pearce,Every Little Thing,Country,2
Stills & Collins,Everybody Knows,"Americana, Folk Rock",0
Can't Swim,Fail You Again,"Indie rock, post-hardcore, emo, pop punk",0
Beth Ditto,Fake Sugar,"Southern rock, pop",0
The Regrettes,Feel Your Feelings Fool!,"Punk rock, riot grrrl",4
Syd,Fin,"Alternative R&B, neo soul, hip hop, quiet storm",2
Niall Horan,Flicker,Folk pop,4
Superfruit,Future Friends,"Synthpop, electro house, power pop, dance-pop",0
Stormzy,Gang Signs & Prayer,"Hip hop, grime, R&B",4
Sevyn Streeter,Girl Disrupted,"R&B, Soul",3
Gizmodrome,Gizmodrome,"Art rock, pop",0
AminÃ©,Good for You,"Hip hop, alternative hip hop",5
TC&I,Great Aspirations,Britpop,0
Charly Bliss,Guppy,"Bubble, grunge, power pop, pop punk, garage rock, glam rock, college rock",4
Cosmic Girls,Happy Moment,Korean,1
Harry Styles,Harry Styles,"Soft rock, rock, Britpop",3
KARD,Hola Hola,K-pop,4
Peter Perrett,How the West Was Won,Indie rock,0
Rag'n'Bone Man,Human,"Alternative, soul, blues",5
G Herbo,Humble Beast,Hip hop,3
Dhani Harrison,In Parallel,Alternative rock,0
VUUR,In This Moment We Are Free â€“ Cities,Progressive metal,0
Wincent Weiss,Irgendwas gegen die Stille,Pop,3
21 Savage,Issa Album,"Hip hop, trap",1
IDK,IWasVeryBad,Hip hop,2
Gabriel GarzÃ³n-Montano,JardÃ­n,"R&B, Alternative R&B",3
Jona Viray,Jona,"Pop, Contemporary R&B, English, Filipino",7
Grace VanderWaal,Just the Beginning,"Pop, indie pop, bluegrass",2
King Satan,King Fucking Satan,"Industrial metal, electro-industrial, hard rock",0
Hippo Campus,Landmark,Indie rock,3
A Very Loud Death,Lanterns,"Alternative rock, Noise rock, Heavy Rock, Art rock",2
LANY,LANY,"Electropop, indie electronic",6
Kacy Hill,Like a Woman,"Dream pop, Electronica",4
Lil Pump,Lil Pump,"Hip hop, trap",5
SofÃ­a Reyes,Louder!,Latin pop,4
Bobby,Love and Fall,"K-pop, hip hop, R&B, Korean",2
The Big Moon,Love in the 4th Dimension,"Indie rock, alternative rock",4
Meg Mac,Low Blows,Indie pop,2
Rezz,Mass Manipulation,"New beat, drumstep",4
Nothing But You,Meant to Be,"Jazz, easy listening, soul-jazz",0
the Chainsmokers,Memories...Do Not Open,Pop,3
Sayuri,Mikazuki no Koukai,J-pop,5
