artist,album,metascore,userscore,release_date
Carolina Chocolate Drops,Leaving Eden,72,tbd,"Feb 28, 2012"
Dirty Three,Toward the Low Sun,78,8.2,"Feb 28, 2012"
Hunx,Hairdresser Blues,68,tbd,"Feb 28, 2012"
Mouse on Mars,Parastrophics,74,8.0,"Feb 28, 2012"
Estelle,All of Me,67,8.4,"Feb 28, 2012"
Chiddy Bang,Breakfast,67,7.6,"Feb 28, 2012"
Jay Farrar/Will Johnson/Anders Parker/Yim Yames,New Multitudes,81,tbd,"Feb 28, 2012"
Plants and Animals,The End of That,64,7.4,"Feb 28, 2012"
Napalm Death,Utilitarian,74,8.6,"Feb 28, 2012"
We Have Band,Ternion,68,tbd,"Feb 28, 2012"
Robert Glasper,Black Radio,74,8.2,"Feb 28, 2012"
Lyle Lovett,Release Me,70,tbd,"Feb 28, 2012"
Trust,TRST,71,8.7,"Feb 28, 2012"
Corrosion of Conformity,Corrosion of Conformity,73,tbd,"Feb 28, 2012"
Nneka,Soul is Heavy,70,8.4,"Feb 28, 2012"
Disappears,Pre Language,69,tbd,"Feb 28, 2012"
Pink Floyd,The Wall [Experience/Immersion Edition],84,9.0,"Feb 28, 2012"
Siinai,Olympic Games,52,tbd,"Feb 28, 2012"
WZRD,WZRD,50,7.0,"Feb 28, 2012"
Amy Ray,Lung of Love,74,tbd,"Feb 28, 2012"
Masaki Batoh,Brain Pulse Music,71,tbd,"Feb 28, 2012"
Sweet Sweet Lies,"The Hare, the Hound & the Tortoise",89,8.5,"Feb 28, 2012"
Andre Williams,Hoods and Shades,58,tbd,"Feb 28, 2012"
Christian Mistress,Possession,82,tbd,"Feb 28, 2012"
Various Artists,"The Minimal Wave Tapes, Vol. 2",73,tbd,"Feb 28, 2012"
Jim O'Rourke,Imikuzushi,82,8.0,"Feb 28, 2012"
Various Artists,"Listen, Whitey! The Sounds of Black Power 1967-1974",82,tbd,"Feb 28, 2012"
Geographer,Myth,71,8.3,"Feb 28, 2012"
120 Days,"120 Days, Vol. 2",53,tbd,"Feb 28, 2012"
TOPS,Tender Opposites,64,tbd,"Feb 28, 2012"
The White Buffalo,Once Upon a Time in the West,70,tbd,"Feb 28, 2012"
Elliott Brood,Days into Years,78,tbd,"Feb 28, 2012"
Gang Colours,The  Keychain Collection,71,tbd,"Feb 27, 2012"
Sophia Knapp,Into the Waves,73,tbd,"Feb 27, 2012"
Bright Moments,Natives,79,tbd,"Feb 27, 2012"
Belbury Poly,The Belbury Tales,76,tbd,"Feb 24, 2012"
Jonquil,Point of Go,69,tbd,"Feb 21, 2012"
Fionn Regan,100 Acres of Sycamore,71,6.4,"Feb 21, 2012"
Grimes,Visions,80,9.0,"Feb 21, 2012"
Field Music,Plumb,77,7.5,"Feb 21, 2012"
Matthew Bourne,Montauk Variations,74,tbd,"Feb 21, 2012"
Speech Debelle,Freedom of Speech,62,tbd,"Feb 21, 2012"
Lambchop,Mr. M,80,7.5,"Feb 21, 2012"
The Menzingers,On the Impossible Past,93,8.0,"Feb 21, 2012"
Tindersticks,The Something Rain,79,7.9,"Feb 21, 2012"
Busdriver,Beaus$eros,62,tbd,"Feb 21, 2012"
Sleigh Bells,Reign of Terror,77,7.7,"Feb 21, 2012"
Cursive,I Am Gemini,63,8.4,"Feb 21, 2012"
Fun.,Some Nights,60,7.3,"Feb 21, 2012"
Perfume Genius,Put Your Back N 2 It,81,8.3,"Feb 21, 2012"
Jim White,Where It Hits You,71,tbd,"Feb 21, 2012"
The Chieftains,Voice of Ages,72,tbd,"Feb 21, 2012"
Frankie Rose,Interstellar,75,8.0,"Feb 21, 2012"
Dustin Wong,"Dreams Say, View, Create, Shadow Leads",74,tbd,"Feb 21, 2012"
Galactic,Carnivale Electricos,72,tbd,"Feb 21, 2012"
Tyga,Careless World: Rise of the Last King,64,4.9,"Feb 21, 2012"
Peter Broderick,http://www.itstartshear.com,76,tbd,"Feb 21, 2012"
Cheap Girls,Giant Orange,70,tbd,"Feb 21, 2012"
Mind Spiders,Meltdown,76,tbd,"Feb 21, 2012"
Terry Malts,Killing Time,59,tbd,"Feb 21, 2012"
Archers of Loaf,Vee Vee [Remastered],86,8.3,"Feb 21, 2012"
Bad Weather California,Sunkissed,79,tbd,"Feb 21, 2012"
Dirty Ghosts,Metal Moon,62,tbd,"Feb 21, 2012"
Isidore,Life Somewhere Else,90,7.4,"Feb 21, 2012"
John Wesley Coleman III,The Last Donkey Show,59,tbd,"Feb 21, 2012"
Knife and Fork,The  Higher You Get the Rarer the Vegetation,70,tbd,"Feb 21, 2012"
Damien Jurado,Maraqopa,81,8.5,"Feb 20, 2012"
Nzca/Lines,Nzca/Lines,67,tbd,"Feb 20, 2012"
Pontiak,Echo Ono,66,tbd,"Feb 20, 2012"
SoKo,I Thought I Was an Alien,68,8.0,"Feb 20, 2012"
My Best Fiend,In Ghostlike Fading,69,tbd,"Feb 20, 2012"
Lapalux,When You're Gone [EP],81,tbd,"Feb 20, 2012"
Two Hours Traffic,Foolish Blood,75,tbd,"Feb 19, 2012"
The Phenomenal Handclap Band,Form & Control,59,tbd,"Feb 14, 2012"
Pinch,Fabriclive 61,81,tbd,"Feb 14, 2012"
Shearwater,Animal Joy,76,7.5,"Feb 14, 2012"
John Talabot,Fin,80,8.7,"Feb 14, 2012"
Wire,The Black Session [Live],70,tbd,"Feb 14, 2012"
Band of Skulls,Sweet Sour,69,7.3,"Feb 14, 2012"
Tennis,Young & Old,68,8.5,"Feb 14, 2012"
Young Magic,Melt,67,8.0,"Feb 14, 2012"
Islands,A Sleep & a Forgetting,69,6.7,"Feb 14, 2012"
Earth,"Angels of Darkness, Demons of Light, Vol. 2",83,8.3,"Feb 14, 2012"
Punch Brothers,Who's Feeling Young Now?,77,8.5,"Feb 14, 2012"
Heartless Bastards,Arrow,76,8.5,"Feb 14, 2012"
Howlin Rain,The Russian Wilds,73,8.0,"Feb 14, 2012"
Barry Adamson,I Will Set You Free,71,tbd,"Feb 14, 2012"
The Caretaker,Patience (After Sebald),81,8.0,"Feb 14, 2012"
Rosie Thomas,With Love,67,tbd,"Feb 14, 2012"
Windy & Carl,We Will Always Be,77,tbd,"Feb 14, 2012"
The Explorers Club,Grand Hotel,70,tbd,"Feb 14, 2012"
Burial,Kindred [EP],88,8.9,"Feb 14, 2012"
Benjamin Damage,They!Live,68,tbd,"Feb 14, 2012"
Gregory Porter,Be Good,89,8.0,"Feb 14, 2012"
Ulrich Schnauss,Underrated Silence,68,tbd,"Feb 14, 2012"
Terranova,Hotel Amour,67,tbd,"Feb 14, 2012"
The Soft Hills,The Bird Is Coming Down to Earth,61,tbd,"Feb 14, 2012"
Winterpills,All My Lovely Goners,78,tbd,"Feb 14, 2012"
Goatwhore,Blood for the Master,61,tbd,"Feb 14, 2012"
Otis Taylor,Otis Taylor's Contraband,75,tbd,"Feb 14, 2012"
Phedre,Phedre,73,tbd,"Feb 14, 2012"
Marnie Stern,The  Chronicles of Marnia,78,8.4,"Mar 19, 2013"
Eyvind Kang,The Narrow Garden,73,tbd,"Feb 14, 2012"
Tin Man,Vienna Blue,71,tbd,"Feb 14, 2012"
Swallow the Sun,Emerald Forest and the Blackbird,65,tbd,"Feb 14, 2012"
Ital,Hive Mind,75,tbd,"Feb 13, 2012"
Orange Goblin,A Eulogy for the Damned,72,tbd,"Feb 13, 2012"
Phantom Limb,The Pines,67,tbd,"Feb 13, 2012"
Mitch Ryder,The Promise,67,tbd,"Feb 13, 2012"
Porter Ricks,Biokinetics [Reissue],93,tbd,"Feb 13, 2012"
Boban & Marko Markovic Orchestra,Golden Horns: Best of Boban & Marko Markovic Orkesta,82,tbd,"Feb  9, 2012"
The Duke Spirit,Bruiser,66,tbd,"Feb  7, 2012"
The Unthanks,"The Songs of Robert Wyatt and Antony & The Johnsons: Live from The Union Chapel, London (Diversions Vol.1)",76,tbd,"Feb  7, 2012"
Trailer Trash Tracys,Ester,70,tbd,"Feb  7, 2012"
Brandt Brauer Frick,Miami,73,tbd,"Mar 19, 2013"
Purling Hiss,Water on Mars,77,tbd,"Mar 19, 2013"
Black Rebel Motorcycle Club,Specter at the Feast,65,8.0,"Mar 19, 2013"
And So I Watch You from Afar,All Hail Bright Futures,67,7.4,"Mar 19, 2013"
Ensemble Pearl,Ensemble Pearl,75,tbd,"Mar 19, 2013"
Karl Bartos,Off the Record,64,tbd,"Mar 19, 2013"
Kacey Musgraves,Same Trailer Different Park,88,8.7,"Mar 19, 2013"
Black Pus,All My Relations,71,tbd,"Mar 19, 2013"
Lapalux,Nostalchic,79,8.2,"Mar 19, 2013"
Paul McCartney,Kisses on the Bottom,62,7.7,"Feb  7, 2012"
Mark Lanegan,Blues Funeral,75,8.1,"Feb  7, 2012"
DJ Food,The Search Engine,69,tbd,"Feb  7, 2012"
Goldfrapp,The Singles,85,8.4,"Feb  7, 2012"
Sharon Van Etten,Tramp,81,8.5,"Feb  7, 2012"
The Twilight Sad,No One Can Ever Know,76,7.7,"Feb  7, 2012"
Clutch,Earth Rocker,72,8.3,"Mar 19, 2013"
Fol Chen,The  False Alarms,70,tbd,"Mar 19, 2013"
Original Soundtrack,Spring Breakers,68,6.8,"Mar 19, 2013"
KEN mode,Entrench,84,7.7,"Mar 19, 2013"
William Tyler,Impossible Truth,85,7.2,"Mar 19, 2013"
Woodkid,The  Golden Age,66,8.8,"Mar 19, 2013"
Rival Sons,Head Down,79,8.1,"Mar 19, 2013"
Thalia Zedek,Via,76,tbd,"Mar 19, 2013"
Intronaut,Habitual Levitations: Instilling Words with Tones,81,tbd,"Mar 19, 2013"
Colleen Green,Sock It to Me,62,tbd,"Mar 19, 2013"
Walk Off the Earth,R.E.V.O.,66,8.7,"Mar 19, 2013"
Air,Le Voyage dans la Lune (A Trip to the Moon),70,7.9,"Feb  7, 2012"
Of Montreal,Paralytic Stalks,62,6.9,"Feb  7, 2012"
Dr. Dog,Be the Void,75,7.8,"Feb  7, 2012"
A Place to Bury Strangers,Onwards to the Wall [EP],75,6.6,"Feb  7, 2012"
Van Halen,A  Different Kind of Truth,73,7.6,"Feb  7, 2012"
Blondes,Blondes,76,8.3,"Feb  7, 2012"
Lindstrom,Six Cups of Rebel,60,6.5,"Feb  7, 2012"
Die Antwoord,Ten$ion,57,5.9,"Feb  7, 2012"
NAILS,Abandon All Life,80,7.7,"Mar 19, 2013"
Alex Calder,Time [EP],65,tbd,"Mar 19, 2013"
Stygian Stride,Stygian Stride,71,tbd,"Mar 19, 2013"
Call of the Void,Dragged Down a Dead End Path,75,tbd,"Mar 19, 2013"
Ben Kweller,Go Fly a Kite,71,tbd,"Feb  7, 2012"
Dierks Bentley,Home,70,tbd,"Feb  7, 2012"
Bahamas,Barchords,79,7.5,"Feb  7, 2012"
The Fray,Scars & Stories,56,7.9,"Feb  7, 2012"
Chuck Prophet,Temple Beautiful,82,8.2,"Feb  7, 2012"
Wymond Miles,Earth Has Doors [EP],67,tbd,"Feb  7, 2012"
Tim Berne,Snakeoil,80,tbd,"Feb  7, 2012"
Pet Shop Boys,Format,64,7.4,"Feb  6, 2012"
Mux Mool,Planet High School,74,tbd,"Feb  6, 2012"
The Megaphonic Thrift,The Megaphonic Thrift,70,tbd,"Feb  6, 2012"
Alice Smith,She,84,8.2,"Mar 19, 2013"
Inter Arma,Sky Burial,85,8.8,"Mar 19, 2013"
Swollen Members,Beautiful Death Machine,70,tbd,"Mar 19, 2013"
Tift Merritt,Night,76,tbd,"Mar 19, 2013"
Amplifier,Echo Street,59,tbd,"Mar 19, 2013"
Biffy Clyro,Opposites,68,8.1,"Mar 12, 2013"
Girls Names,The New Life,76,7.8,"Mar 12, 2013"
David Bowie,The Next Day,81,8.1,"Mar 12, 2013"
Golden Grrrls,Golden Grrrls,69,tbd,"Mar 12, 2013"
Rachel Zeffira,The  Deserters,65,tbd,"Mar 12, 2013"
Devendra Banhart,Mala,72,7.6,"Mar 12, 2013"
Wild Belle,Isles,63,7.1,"Mar 12, 2013"
Young Guns,Bones,74,8.8,"Feb  6, 2012"
Therapy?,A Brief Crack of Light,67,tbd,"Feb  6, 2012"
Royal Baths,Better Luck Next Life,64,tbd,"Feb  6, 2012"
Goth Trad,New Epoch,65,tbd,"Feb  6, 2012"
Ahmad Jamal,Blue Moon: The New York Session,78,tbd,"Feb  6, 2012"
Jamie Woon,Mirrorwriting,70,8.1,"Jan 31, 2012"
Bon Jovi,What About Now,50,5.5,"Mar 12, 2013"
The Mary Onettes,Hit the Waves,59,tbd,"Mar 12, 2013"
Original Soundtrack,Sound City: Real to Reel,65,8.1,"Mar 12, 2013"
Eric Clapton,Old Sock,58,tbd,"Mar 12, 2013"
Pete Swanson,Punk Authority [EP],79,tbd,"Mar 12, 2013"
Off with Their Heads,Home,72,tbd,"Mar 12, 2013"
The Virgins,Strike Gently,70,8.3,"Mar 12, 2013"
The Delfonics,Adrian Younge Presents the Delfonics,84,tbd,"Mar 12, 2013"
Carmen Villain,Sleeper,78,tbd,"Mar 12, 2013"
Shooter Jennings,The Other Life,76,tbd,"Mar 12, 2013"
Hurts,Exile,59,8.0,"Mar 11, 2013"
Poco,All Fired Up,53,tbd,"Mar  5, 2013"
Blue Hawaii,Untogether,69,7.2,"Mar  5, 2013"
Caitlin Rose,The Stand-In,79,7.4,"Mar  5, 2013"
Benjamin Damage,Heliosphere,56,tbd,"Mar  5, 2013"
Autechre,Exai,80,7.9,"Mar  5, 2013"
Chelsea Light Moving,Chelsea Light Moving,76,7.7,"Mar  5, 2013"
Suuns,Images du Futur,76,8.0,"Mar  5, 2013"
Rhye,Woman,79,8.4,"Mar  5, 2013"
Jimi Hendrix,"People, Hell and Angels",74,7.5,"Mar  5, 2013"
The Men,New Moon,76,8.5,"Mar  5, 2013"
Youth Lagoon,Wondrous Bughouse,74,8.1,"Mar  5, 2013"
Josh Ritter,The Beast in Its Tracks,78,7.9,"Mar  5, 2013"
The Cave Singers,Naomi,68,tbd,"Mar  5, 2013"
Young Dreams,Between Places,68,6.3,"Mar  5, 2013"
How to Destroy Angels,Welcome Oblivion,73,7.6,"Mar  5, 2013"
Fiction,The Big Other,75,tbd,"Mar  5, 2013"
Son Volt,Honky Tonk,76,tbd,"Mar  5, 2013"
Javelin,Hi Beams,67,tbd,"Mar  5, 2013"
Robyn Hitchcock,Love from London,77,7.5,"Mar  5, 2013"
Kate Nash,Girl Talk,63,6.9,"Mar  5, 2013"
Lady,Lady,71,tbd,"Mar  5, 2013"
Function,Incubation,84,tbd,"Mar  5, 2013"
They Might Be Giants,Nanobots,69,8.6,"Mar  5, 2013"
Ashley Monroe,Like a Rose,89,7.1,"Mar  5, 2013"
Waxahatchee,Cerulean Salt,79,8.1,"Mar  5, 2013"
Lloyd Cole,"Selected Studies, Vol. 1",63,tbd,"Mar  5, 2013"
Boz Scaggs,Memphis,76,tbd,"Mar  5, 2013"
Madeleine Peyroux,The Blue Room,75,tbd,"Mar  5, 2013"
Water Liars,Wyoming,81,tbd,"Mar  5, 2013"
Helado Negro,Invisible Life,77,tbd,"Mar  5, 2013"
Woolen Men,Woolen Men,61,tbd,"Mar  5, 2013"
Reverend and the Makers,@Reverend_Makers,55,7.5,"Mar  5, 2013"
Vietnam,An A.merican D.ream,60,tbd,"Mar  5, 2013"
The Howlin' Brothers,Howl,74,tbd,"Mar  5, 2013"
The Last Bison,Inheritance,71,tbd,"Mar  5, 2013"
Ulfur,White Mountain,61,tbd,"Mar  5, 2013"
Soilwork,The  Living Infinite,84,7.8,"Mar  5, 2013"
Bastille,Bad Blood,58,7.7,"Mar  4, 2013"
Stereophonics,Graffiti on the Train,64,8.7,"Mar  4, 2013"
Space Dimension Controller,Welcome to Mikrosector-50,67,tbd,"Mar  4, 2013"
Clinic,Free Reign II,75,tbd,"Mar  4, 2013"
Johnny Marr,The Messenger,69,8.5,"Feb 26, 2013"
Atoms for Peace,Amok,76,8.3,"Feb 26, 2013"
The Mavericks,In Time,86,8.0,"Feb 26, 2013"
Various Artists,Reason to Believe: The Songs of Tim Hardin,80,tbd,"Feb 26, 2013"
Sally Shapiro,Somewhere Else,68,tbd,"Feb 26, 2013"
Woodpigeon,Thumbtacks and Glue,63,tbd,"Feb 26, 2013"
Autre Ne Veut,Anxiety,78,8.2,"Feb 26, 2013"
Popstrangers,Antipodes,72,tbd,"Feb 26, 2013"
Kavinsky,Outrun,75,8.4,"Feb 26, 2013"
Bilal,A Love Surreal,82,8.4,"Feb 26, 2013"
Shout Out Louds,Optica,69,8.0,"Feb 26, 2013"
Mount Moriah,Miracle Temple,76,tbd,"Feb 26, 2013"
Deathfix,Deathfix,71,tbd,"Feb 26, 2013"
The Lovely Bad Things,The Late Great Whatever,77,tbd,"Feb 26, 2013"
Steven Wilson,The Raven That Refused to Sing and Other Stories,77,8.9,"Feb 26, 2013"
Rodney Crowell,Old Yellow Moon,75,tbd,"Feb 26, 2013"
Mogwai,Les Revenants [OST],77,8.5,"Feb 26, 2013"
Gold Fields,Black Sun,74,tbd,"Feb 26, 2013"
Mister Lies,Mowgli,75,tbd,"Feb 26, 2013"
Pearl Necklace,Soft Opening,64,tbd,"Feb 26, 2013"
Darkthrone,The Underground Resistance,72,tbd,"Feb 26, 2013"
James Hunter,Minute by Minute,86,7.8,"Feb 26, 2013"
Jason Moran,Hagar's Song,79,tbd,"Feb 26, 2013"
The Lions,This Generation,80,tbd,"Feb 26, 2013"
Terror,Live by the Code,70,tbd,"Feb 26, 2013"
Doldrums,Lesser Evil,77,8.4,"Feb 26, 2013"
Ivan & Alyosha,All the Times We Had,75,tbd,"Feb 26, 2013"
Ed Harcourt,Back into the Woods,67,6.8,"Feb 25, 2013"
Theme Park,Theme Park,58,tbd,"Feb 25, 2013"
John Foxx and the Maths,Evidence,78,tbd,"Feb 25, 2013"
Duologue,Song & Dance,78,8.2,"Feb 25, 2013"
Grave Babies,Crusher,66,tbd,"Feb 25, 2013"
Post War Years,Galapagos,63,tbd,"Feb 25, 2013"
Dobie,We Will Not Harm You,73,tbd,"Feb 19, 2013"
Darwin Deez,Songs for Imaginative People,67,tbd,"Feb 19, 2013"
Iceage,You're Nothing,80,7.7,"Feb 19, 2013"
Matmos,The Marriage of True Minds,79,7.0,"Feb 19, 2013"
Nick Cave & the Bad Seeds,Push the Sky Away,81,8.4,"Feb 19, 2013"
Beach Fossils,Clash the Truth,68,8.1,"Feb 19, 2013"
Inc.,No World,67,8.1,"Feb 19, 2013"
Flume,Flume,73,8.7,"Feb 19, 2013"
Jamie Lidell,Jamie Lidell,71,6.8,"Feb 19, 2013"
"Bonnie ""Prince"" Billy",What the Brothers Sang,77,tbd,"Feb 19, 2013"
Concrete Knives,Be Your Own King,68,tbd,"Feb 19, 2013"
Sallie Ford & the Sound Outside,Untamed Beast,76,tbd,"Feb 19, 2013"
Portal,Vexovoid,76,tbd,"Feb 19, 2013"
STRFKR,Miracle Mile,67,8.1,"Feb 19, 2013"
Various Artists,"Son of Rogues Gallery: Pirate Ballads, Sea Songs & Chanteys",76,tbd,"Feb 19, 2013"
Dan Friel,Total Folklore,78,tbd,"Feb 19, 2013"
Mark Kozelek,Like Rats,64,tbd,"Feb 19, 2013"
Eat Skull,III,68,tbd,"Feb 19, 2013"
Psychic Ills,One Track Mind,70,tbd,"Feb 19, 2013"
Actress,Silver Cloud [EP],79,tbd,"Feb 19, 2013"
The Black Twig Pickers,Rough Carpenters,77,tbd,"Feb 19, 2013"
Devourment,Conceived in Sewage,54,tbd,"Feb 19, 2013"
Shai Hulud,Reach Beyond the Sun,78,7.4,"Feb 19, 2013"
Lusine,The Waiting Room,80,tbd,"Feb 19, 2013"
Sin Fang,Flowers,72,tbd,"Feb 19, 2013"
Endless Boogie,Long Island,79,tbd,"Feb 19, 2013"
Chris Darrow,Artist Proof [Reissue],85,tbd,"Feb 19, 2013"
Puscifer,Donkey Punch the Night [EP],62,7.0,"Feb 19, 2013"
Atlas Genius,When It Was Now,61,8.8,"Feb 19, 2013"
Parenthetical Girls,Privilege,73,tbd,"Feb 19, 2013"
The Relatives,The  Electric Word,80,tbd,"Feb 19, 2013"
Buckcherry,Confessions,62,tbd,"Feb 19, 2013"
Apparat,Krieg und Frieden (Music for Theatre),70,8.4,"Feb 19, 2013"
Anders & Kendall,Wild Chorus,73,tbd,"Feb 19, 2013"
The Soft Hills,Chromatisms,72,tbd,"Feb 19, 2013"
Art Department,Social Experiment 003,78,tbd,"Feb 19, 2013"
Lady Lamb the Beekeeper,Ripely Pine,82,8.6,"Feb 19, 2013"
Inspectah Deck,Czarface,77,8.2,"Feb 19, 2013"
Dadub,You Are Eternity,85,tbd,"Feb 19, 2013"
Big Wreck,Albatross,72,tbd,"Feb 19, 2013"
Samantha Crain,Kid Face,76,tbd,"Feb 19, 2013"
Maxmillion Dunbar,House of Woo,79,tbd,"Feb 18, 2013"
Baptists,Bushcraft,80,tbd,"Feb 18, 2013"
Team Ghost,Rituals,64,tbd,"Feb 18, 2013"
AraabMuzik,For Professional Use Only [Mixtape],58,tbd,"Feb 15, 2013"
Elephant Stone,Elephant Stone,71,tbd,"Feb 12, 2013"
The Bryan Ferry Orchestra,The Jazz Age,73,tbd,"Feb 12, 2013"
Ulrich Schnauss,A Long Way to Fall,64,8.6,"Feb 12, 2013"
Ben UFO,Fabriclive 67: Ben UFO,84,8.0,"Feb 12, 2013"
Veronica Falls,Waiting for Something to Happen,71,8.0,"Feb 12, 2013"
Foals,Holy Fire,76,8.2,"Feb 12, 2013"
Pissed Jeans,Honeys,82,8.1,"Feb 12, 2013"
Nataly Dawn,How I Knew Her,68,tbd,"Feb 12, 2013"
Bullet For My Valentine,Temper Temper,60,5.6,"Feb 12, 2013"
Pat Metheny,The Orchestrion Project,82,tbd,"Feb 12, 2013"
Lisa Germano,No Elephants,68,tbd,"Feb 12, 2013"
PVT,Homosapien,71,tbd,"Feb 12, 2013"
Modestep,Evolution Theory,59,8.4,"Feb 12, 2013"
Mazes,Ores & Minerals,76,tbd,"Feb 12, 2013"
Jacco Gardner,Cabinet of Curiosities,75,8.7,"Feb 12, 2013"
Otis Taylor,My World Is Gone,68,tbd,"Feb 12, 2013"
The Deer Tracks,"The Archer Trilogy, Pt. 3",67,tbd,"Feb 12, 2013"
Fear of Men,Early Fragments,84,8.3,"Feb 12, 2013"
Kelly Willis,Cheater's Game,80,tbd,"Feb 12, 2013"
Frontier Ruckus,Eternity of Dimming,73,tbd,"Feb 12, 2013"
K-X-P,II,75,tbd,"Feb 11, 2013"
Ocean Colour Scene,Painting,55,tbd,"Feb 11, 2013"
Frightened Rabbit,Pedestrian Verse,79,8.1,"Feb  5, 2013"
Jim James,Regions of Light and Sound of God,73,8.3,"Feb  5, 2013"
Eels,"Wonderful, Glorious",76,7.7,"Feb  5, 2013"
Unknown Mortal Orchestra,II,78,8.1,"Feb  5, 2013"
Coheed and Cambria,The Afterman: Descension,75,8.5,"Feb  5, 2013"
Darkstar,News from Nowhere,69,tbd,"Feb  5, 2013"
The Bronx,The  Bronx (IV),75,7.6,"Feb  5, 2013"
Thao & the Get Down Stay Down,We the Common,70,8.3,"Feb  5, 2013"
Grouper,The  Man Who Died in His Boat,81,7.8,"Feb  5, 2013"
Richard Thompson,Electric,79,7.9,"Feb  5, 2013"
Tim McGraw,Two Lanes of Freedom,66,6.9,"Feb  5, 2013"
Funeral For A Friend,Conduit,68,tbd,"Feb  5, 2013"
Ron Sexsmith,Forever Endeavour,74,tbd,"Feb  5, 2013"
Chris Stamey,Lovesick Blues,75,tbd,"Feb  5, 2013"
Josh Groban,All That Echoes,69,6.3,"Feb  5, 2013"
Night Beds,Country Sleep,78,7.9,"Feb  5, 2013"
Matt Pond,The  Lives Inside the Lines in Your Hand,65,tbd,"Feb  5, 2013"
Hayden,Us Alone,75,tbd,"Feb  5, 2013"
Bettie Serveert,"Oh, Mayhem!",79,tbd,"Feb  5, 2013"
Joe Budden,No Love Lost,57,5.6,"Feb  5, 2013"
Wayne Shorter,Without a Net,86,5.6,"Feb  5, 2013"
Steeldrivers,Hammer Down,76,tbd,"Feb  5, 2013"
Tosca,Odeon,61,tbd,"Feb  5, 2013"
Feeding People,Island Universe,59,tbd,"Feb  5, 2013"
Pure Love,Anthems,66,tbd,"Feb  5, 2013"
Umberto,Confrontations,66,tbd,"Feb  5, 2013"
Holly Williams,The Highway,73,tbd,"Feb  5, 2013"
Dog Bite,Velvet Changes,57,tbd,"Feb  5, 2013"
Guards,In Guards We Trust,64,tbd,"Feb  5, 2013"
Terry Allen,Bottom of the World,77,tbd,"Feb  5, 2013"
Silverstein,This Is How the Wind Shifts,82,7.7,"Feb  5, 2013"
Broadway Calls,Comfort/Distraction,75,tbd,"Feb  5, 2013"
Boats,A  Fairway Full of Miners,64,tbd,"Feb  5, 2013"
Devlin,A Moving Picture,51,4.8,"Feb  4, 2013"
Wraetlic,Wraetlic,70,tbd,"Feb  4, 2013"
The Courteeners,Anna,59,7.3,"Feb  4, 2013"
Amateur Best,No Thrills,69,tbd,"Feb  3, 2013"
My Bloody Valentine,M B V,87,8.3,"Feb  2, 2013"
Tall Firs,Out of It and Into It,68,tbd,"Jan 29, 2013"
Kris Kristofferson,Feeling Mortal,71,tbd,"Jan 29, 2013"
Ducktails,The Flower Lane,72,7.6,"Jan 29, 2013"
Tegan and Sara,Heartthrob,75,8.0,"Jan 29, 2013"
Local Natives,Hummingbird,77,8.5,"Jan 29, 2013"
The Ruby Suns,Christopher,54,tbd,"Jan 29, 2013"
Indians,Somewhere Else,69,7.4,"Jan 29, 2013"
Tomahawk,Oddfellows,79,7.1,"Jan 29, 2013"
Cult of Luna,Vertikal,85,7.8,"Jan 29, 2013"
Adam Green,Adam Green & Binki Shapiro,67,7.5,"Jan 29, 2013"
Monoswezi,The Village,80,tbd,"Jan 29, 2013"
Radar Bros.,Eight,75,tbd,"Jan 29, 2013"
Mice Parade,Candela,65,tbd,"Jan 29, 2013"
Ben Harper,Get Up!,79,7.8,"Jan 29, 2013"
Boduf Songs,Burnt Up on Re-Entry,73,tbd,"Jan 29, 2013"
Hatebreed,The  Divinity of Purpose,75,7.5,"Jan 29, 2013"
Buke and Gase,General Dome,78,7.1,"Jan 29, 2013"
Bleeding Rainbow,Yeah Right,65,tbd,"Jan 29, 2013"
Miles Davis Quintet,"Live in Europe 1969: The Bootleg Series, Vol. 2",91,7.8,"Jan 29, 2013"
Trixie Whitley,Fourth Corner,70,7.6,"Jan 29, 2013"
Charlie Winston,Running Still,60,tbd,"Jan 29, 2013"
Lost Animal,Ex Tropical,69,tbd,"Jan 29, 2013"
Fleetwood Mac,Rumours [35th Anniversary Deluxe Edition],99,8.9,"Jan 29, 2013"
Heidi Talbot,Angels Without Wings,76,tbd,"Jan 29, 2013"
Sonny Smith,"100 Records, Vol. 3",74,tbd,"Jan 29, 2013"
Lady Lazarus,All My Love In Half Light,74,tbd,"Jan 29, 2013"
Eric Burdon,'Til Your River Runs Dry,72,tbd,"Jan 29, 2013"
On an On,Give In,81,7.5,"Jan 29, 2013"
Chris Potter,The  Sirens,76,tbd,"Jan 29, 2013"
Le1f,Fly Zone,78,tbd,"Jan 28, 2013"
Plantman,Whispering Trees,70,tbd,"Jan 28, 2013"
Delphic,Collections,59,tbd,"Jan 28, 2013"
The History of Apple Pie,Out of View,74,7.7,"Jan 28, 2013"
Fionn Regan,"The Bunkhouse, Vol. 1: Anchor Black Tattoo",78,tbd,"Jan 28, 2013"
The Joy Formidable,Wolf's Law,73,7.9,"Jan 22, 2013"
Esben and the Witch,Wash the Sins Not Only the Face,66,6.6,"Jan 22, 2013"
Arbouretum,Coming Out of the Fog,70,tbd,"Jan 22, 2013"
Toro y Moi,Anything In Return,70,7.7,"Jan 22, 2013"
Dawn Richard,Goldenheart,81,8.1,"Jan 22, 2013"
